input,output
2.240000000000000000e+02,1.253313124179840088e-01
2.250000000000000000e+02,-7.154928027830464998e-08
2.260000000000000000e+02,-1.253333538770675659e-01
2.270000000000000000e+02,-2.486900389194488525e-01
2.280000000000000000e+02,-3.681247532367706299e-01
2.290000000000000000e+02,-4.817539155483245850e-01
2.300000000000000000e+02,-5.877870321273803711e-01
2.310000000000000000e+02,-6.845487356185913086e-01
2.320000000000000000e+02,-7.705135345458984375e-01
2.330000000000000000e+02,-8.443281650543212891e-01
2.340000000000000000e+02,-9.048272967338562012e-01
2.350000000000000000e+02,-9.510567188262939453e-01
2.360000000000000000e+02,-9.822873473167419434e-01
2.370000000000000000e+02,-9.980267882347106934e-01
2.380000000000000000e+02,-9.980265498161315918e-01
2.390000000000000000e+02,-9.822874665260314941e-01
2.400000000000000000e+02,-9.510562419891357422e-01
2.410000000000000000e+02,-9.048267006874084473e-01
2.420000000000000000e+02,-8.443273901939392090e-01
2.430000000000000000e+02,-7.705125808715820312e-01
2.440000000000000000e+02,-6.845462918281555176e-01
2.450000000000000000e+02,-5.877843499183654785e-01
2.460000000000000000e+02,-4.817543327808380127e-01
2.470000000000000000e+02,-3.681252300739288330e-01
2.480000000000000000e+02,-2.486886829137802124e-01
2.490000000000000000e+02,-1.253319382667541504e-01
2.500000000000000000e+02,1.351064952359593008e-06
2.510000000000000000e+02,1.253346353769302368e-01
2.520000000000000000e+02,2.486912906169891357e-01
2.530000000000000000e+02,3.681241869926452637e-01
2.540000000000000000e+02,4.817533791065216064e-01
